datasetID,study,entered.by,genus,species,variety,woody,crop,source.population,provenance.lat,provenance.long,provenance.altitude,continent,no.indiv.collected,year.collected,year.germination,storage.type,storage.time,storage.humidity,storage.temp,treatment,chill.temp,chill.duration,germ.temp,other.treatment,photoperiod,chemical,chemcial.concent,trt.duration,scarification,scarif.type,soaking,soaked.in,soaking.duration,seed.mass.given,respvar,response,error.type,resp.error,reps,n.per.rep,germ.duration,germ.tim.zero,figure,Notes
zlesak07,exp 4,JS,Heliopsis,helianthoides,Prairie Sunset,N,N,"University of Minnesota, St. Paul campus, USA",45 N,93.16667 W ,NA,North America,NA,2004,2005,dry,83,NA,4,no cold strat,NA,0,25,1.5h red light,0,Ethephon,0,14,N,NA,N,NA,NA,N,T50,4,NA,NA,4,100,14,end of cold strat,Table 3,
zlesak07,exp 4,JS,Heliopsis,helianthoides,Prairie Sunset,N,N,"University of Minnesota, St. Paul campus, USA",45 N,93.16667 W ,NA,North America,NA,2004,2005,dry,83,NA,4,cold strat,4,7,25,1.5h red light,0,Ethephon,14.45,14,N,NA,N,NA,NA,N,T50,4.6,NA,NA,4,100,14,end of cold strat,Table 3,
zlesak07,exp 4,JS,Heliopsis,helianthoides,Prairie Sunset,N,N,"University of Minnesota, St. Paul campus, USA",45 N,93.16667 W ,NA,North America,NA,2004,2005,dry,83,NA,4,no cold strat,NA,0,25,1.5h red light,0,Ethephon,14.45,14,N,NA,N,NA,NA,N,T50,2.9,NA,NA,4,100,14,end of cold strat,Table 3,
zlesak07,exp 4,JS,Heliopsis,helianthoides,Prairie Sunset,N,N,"University of Minnesota, St. Paul campus, USA",45 N,93.16667 W ,NA,North America,NA,2004,2005,dry,83,NA,4,cold strat,4,7,25,1.5h red light,0,Ethephon,72.25,14,N,NA,N,NA,NA,N,T50,3.7,NA,NA,4,100,14,end of cold strat,Table 3,
zlesak07,exp 4,JS,Heliopsis,helianthoides,Prairie Sunset,N,N,"University of Minnesota, St. Paul campus, USA",45 N,93.16667 W ,NA,North America,NA,2004,2005,dry,83,NA,4,no cold strat,NA,0,25,1.5h red light,0,Ethephon,72.25,14,N,NA,N,NA,NA,N,T50,3.1,NA,NA,4,100,14,end of cold strat,Table 3,
zlesak07,exp 4,JS,Heliopsis,helianthoides,Prairie Sunset,N,N,"University of Minnesota, St. Paul campus, USA",45 N,93.16667 W ,NA,North America,NA,2004,2005,dry,83,NA,4,cold strat,4,7,25,1.5h red light,0,Ethephon,144.5,14,N,NA,N,NA,NA,N,T50,4,NA,NA,4,100,14,end of cold strat,Table 3,
zlesak07,exp 4,JS,Heliopsis,helianthoides,Prairie Sunset,N,N,"University of Minnesota, St. Paul campus, USA",45 N,93.16667 W ,NA,North America,NA,2004,2005,dry,83,NA,4,no cold strat,NA,0,25,1.5h red light,0,Ethephon,144.5,14,N,NA,N,NA,NA,N,T50,3.9,NA,NA,4,100,14,end of cold strat,Table 3,
zlesak07,exp 4,JS,Heliopsis,helianthoides,Prairie Sunset,N,N,"University of Minnesota, St. Paul campus, USA",45 N,93.16667 W ,NA,North America,NA,2004,2005,dry,83,NA,4,cold strat,4,7,25,1.5h red light,0,Ethephon,433.5,14,N,NA,N,NA,NA,N,T50,3.8,NA,NA,4,100,14,end of cold strat,Table 3,
zlesak07,exp 4,JS,Heliopsis,helianthoides,Prairie Sunset,N,N,"University of Minnesota, St. Paul campus, USA",45 N,93.16667 W ,NA,North America,NA,2004,2005,dry,83,NA,4,no cold strat,NA,0,25,1.5h red light,0,Ethephon,433.5,14,N,NA,N,NA,NA,N,T50,3.9,NA,NA,4,100,14,end of cold strat,Table 3,
zlesak07,exp 4,JS,Heliopsis,helianthoides,Prairie Sunset,N,N,"University of Minnesota, St. Paul campus, USA",45 N,93.16667 W ,NA,North America,NA,2004,2005,dry,83,NA,4,cold strat,4,7,25,1.5h red light,0,Ethephon,722.5,14,N,NA,N,NA,NA,N,T50,3.8,NA,NA,4,100,14,end of cold strat,Table 3,
zlesak07,exp 4,JS,Heliopsis,helianthoides,Prairie Sunset,N,N,"University of Minnesota, St. Paul campus, USA",45 N,93.16667 W ,NA,North America,NA,2004,2005,dry,83,NA,4,no cold strat,NA,0,25,1.5h red light,0,Ethephon,722.5,14,N,NA,N,NA,NA,N,T50,4.1,NA,NA,4,100,14,end of cold strat,Table 3,
zlesak07,exp 3,JS,Heliopsis,helianthoides,Loraine Sunshine,N,N,"University of Minnesota, St. Paul campus, USA",45 N,93.16667 W ,NA,North America,NA,2003,2004,dry,147,NA,4,cold strat,4,7,25,1.5h red light,0,Ethephon,0,14,N,NA,N,NA,NA,N,AUGPC,820.5,NA,NA,4,100,14,end of cold strat,Table 3,
zlesak07,exp 3,JS,Heliopsis,helianthoides,Loraine Sunshine,N,N,"University of Minnesota, St. Paul campus, USA",45 N,93.16667 W ,NA,North America,NA,2003,2004,dry,147,NA,4,cold strat,4,7,25,1.5h red light,0,Ethephon,14.45,14,N,NA,N,NA,NA,N,AUGPC,931.8,NA,NA,4,100,14,end of cold strat,Table 3,
zlesak07,exp 3,JS,Heliopsis,helianthoides,Loraine Sunshine,N,N,"University of Minnesota, St. Paul campus, USA",45 N,93.16667 W ,NA,North America,NA,2003,2004,dry,147,NA,4,cold strat,4,7,25,1.5h red light,0,Ethephon,72.25,14,N,NA,N,NA,NA,N,AUGPC,937.4,NA,NA,4,100,14,end of cold strat,Table 3,
zlesak07,exp 3,JS,Heliopsis,helianthoides,Loraine Sunshine,N,N,"University of Minnesota, St. Paul campus, USA",45 N,93.16667 W ,NA,North America,NA,2003,2004,dry,147,NA,4,cold strat,4,7,25,1.5h red light,0,Ethephon,144.5,14,N,NA,N,NA,NA,N,AUGPC,880.9,NA,NA,4,100,14,end of cold strat,Table 3,
zlesak07,exp 3,JS,Heliopsis,helianthoides,Loraine Sunshine,N,N,"University of Minnesota, St. Paul campus, USA",45 N,93.16667 W ,NA,North America,NA,2003,2004,dry,147,NA,4,cold strat,4,7,25,1.5h red light,0,Ethephon,433.5,14,N,NA,N,NA,NA,N,AUGPC,900.3,NA,NA,4,100,14,end of cold strat,Table 3,
zlesak07,exp 3,JS,Heliopsis,helianthoides,Loraine Sunshine,N,N,"University of Minnesota, St. Paul campus, USA",45 N,93.16667 W ,NA,North America,NA,2003,2004,dry,147,NA,4,cold strat,4,7,25,1.5h red light,0,Ethephon,722.5,14,N,NA,N,NA,NA,N,AUGPC,905.4,NA,NA,4,100,14,end of cold strat,Table 3,
zlesak07,exp 4,JS,Heliopsis,helianthoides,Prairie Sunset,N,N,"University of Minnesota, St. Paul campus, USA",45 N,93.16667 W ,NA,North America,NA,2004,2005,dry,83,NA,4,cold strat,4,7,25,1.5h red light,0,Ethephon,0,14,N,NA,N,NA,NA,N,AUGPC,349.6,NA,NA,4,100,14,end of cold strat,Table 3,
zlesak07,exp 4,JS,Heliopsis,helianthoides,Prairie Sunset,N,N,"University of Minnesota, St. Paul campus, USA",45 N,93.16667 W ,NA,North America,NA,2004,2005,dry,83,NA,4,no cold strat,NA,0,25,1.5h red light,0,Ethephon,0,14,N,NA,N,NA,NA,N,AUGPC,103.8,NA,NA,4,100,14,end of cold strat,Table 3,
zlesak07,exp 4,JS,Heliopsis,helianthoides,Prairie Sunset,N,N,"University of Minnesota, St. Paul campus, USA",45 N,93.16667 W ,NA,North America,NA,2004,2005,dry,83,NA,4,cold strat,4,7,25,1.5h red light,0,Ethephon,14.45,14,N,NA,N,NA,NA,N,AUGPC,558.5,NA,NA,4,100,14,end of cold strat,Table 3,
zlesak07,exp 4,JS,Heliopsis,helianthoides,Prairie Sunset,N,N,"University of Minnesota, St. Paul campus, USA",45 N,93.16667 W ,NA,North America,NA,2004,2005,dry,83,NA,4,no cold strat,NA,0,25,1.5h red light,0,Ethephon,14.45,14,N,NA,N,NA,NA,N,AUGPC,448.6,NA,NA,4,100,14,end of cold strat,Table 3,
zlesak07,exp 4,JS,Heliopsis,helianthoides,Prairie Sunset,N,N,"University of Minnesota, St. Paul campus, USA",45 N,93.16667 W ,NA,North America,NA,2004,2005,dry,83,NA,4,cold strat,4,7,25,1.5h red light,0,Ethephon,72.25,14,N,NA,N,NA,NA,N,AUGPC,689.6,NA,NA,4,100,14,end of cold strat,Table 3,
zlesak07,exp 4,JS,Heliopsis,helianthoides,Prairie Sunset,N,N,"University of Minnesota, St. Paul campus, USA",45 N,93.16667 W ,NA,North America,NA,2004,2005,dry,83,NA,4,no cold strat,NA,0,25,1.5h red light,0,Ethephon,72.25,14,N,NA,N,NA,NA,N,AUGPC,454.9,NA,NA,4,100,14,end of cold strat,Table 3,
zlesak07,exp 4,JS,Heliopsis,helianthoides,Prairie Sunset,N,N,"University of Minnesota, St. Paul campus, USA",45 N,93.16667 W ,NA,North America,NA,2004,2005,dry,83,NA,4,cold strat,4,7,25,1.5h red light,0,Ethephon,144.5,14,N,NA,N,NA,NA,N,AUGPC,675.3,NA,NA,4,100,14,end of cold strat,Table 3,
zlesak07,exp 4,JS,Heliopsis,helianthoides,Prairie Sunset,N,N,"University of Minnesota, St. Paul campus, USA",45 N,93.16667 W ,NA,North America,NA,2004,2005,dry,83,NA,4,no cold strat,NA,0,25,1.5h red light,0,Ethephon,144.5,14,N,NA,N,NA,NA,N,AUGPC,493.8,NA,NA,4,100,14,end of cold strat,Table 3,
zlesak07,exp 4,JS,Heliopsis,helianthoides,Prairie Sunset,N,N,"University of Minnesota, St. Paul campus, USA",45 N,93.16667 W ,NA,North America,NA,2004,2005,dry,83,NA,4,cold strat,4,7,25,1.5h red light,0,Ethephon,433.5,14,N,NA,N,NA,NA,N,AUGPC,768.1,NA,NA,4,100,14,end of cold strat,Table 3,
zlesak07,exp 4,JS,Heliopsis,helianthoides,Prairie Sunset,N,N,"University of Minnesota, St. Paul campus, USA",45 N,93.16667 W ,NA,North America,NA,2004,2005,dry,83,NA,4,no cold strat,NA,0,25,1.5h red light,0,Ethephon,433.5,14,N,NA,N,NA,NA,N,AUGPC,488.9,NA,NA,4,100,14,end of cold strat,Table 3,
zlesak07,exp 4,JS,Heliopsis,helianthoides,Prairie Sunset,N,N,"University of Minnesota, St. Paul campus, USA",45 N,93.16667 W ,NA,North America,NA,2004,2005,dry,83,NA,4,cold strat,4,7,25,1.5h red light,0,Ethephon,722.5,14,N,NA,N,NA,NA,N,AUGPC,793.6,NA,NA,4,100,14,end of cold strat,Table 3,
zlesak07,exp 4,JS,Heliopsis,helianthoides,Prairie Sunset,N,N,"University of Minnesota, St. Paul campus, USA",45 N,93.16667 W ,NA,North America,NA,2004,2005,dry,83,NA,4,no cold strat,NA,0,25,1.5h red light,0,Ethephon,722.5,14,N,NA,N,NA,NA,N,AUGPC,565.4,NA,NA,4,100,14,end of cold strat,Table 3,
zlesak07,exp 5,JS,Heliopsis,helianthoides,Loraine Sunshine,N,N,"University of Minnesota, St. Paul campus, USA",45 N,93.16667 W ,NA,North America,NA,2003,2004,dry,208,NA,4,cold strat,4,7,25,primed,0,NA,NA,NA,N,NA,Y,H20,720,N,per.germ,53.8,NA,NA,4,100,14,end of cold strat,Table 4,Soaking = primed? In this study the soaking is in bottles containing stir rods
zlesak07,exp 5,JS,Heliopsis,helianthoides,Loraine Sunshine,N,N,"University of Minnesota, St. Paul campus, USA",45 N,93.16667 W ,NA,North America,NA,2003,2004,dry,208,NA,4,no cold strat,NA,0,25,primed,0,NA,NA,NA,N,NA,Y,H20,720,N,per.germ,39.3,NA,NA,4,100,14,end of cold strat,Table 4,
zlesak07,exp 5,JS,Heliopsis,helianthoides,Loraine Sunshine,N,N,"University of Minnesota, St. Paul campus, USA",45 N,93.16667 W ,NA,North America,NA,2003,2004,dry,208,NA,4,cold strat,4,7,25,primed,0,NA,NA,NA,N,NA,Y,Ethephon,720,N,per.germ,47.3,NA,NA,4,100,14,end of cold strat,Table 4,
zlesak07,exp 5,JS,Heliopsis,helianthoides,Loraine Sunshine,N,N,"University of Minnesota, St. Paul campus, USA",45 N,93.16667 W ,NA,North America,NA,2003,2004,dry,208,NA,4,no cold strat,NA,0,25,primed,0,NA,NA,NA,N,NA,Y,Ethephon,720,N,per.germ,52.3,NA,NA,4,100,14,end of cold strat,Table 4,
zlesak07,exp 5,JS,Heliopsis,helianthoides,Loraine Sunshine,N,N,"University of Minnesota, St. Paul campus, USA",45 N,93.16667 W ,NA,North America,NA,2003,2004,dry,208,NA,4,cold strat,4,7,25,primed,0,NA,NA,NA,N,NA,Y,KNO3,720,N,per.germ,58,NA,NA,4,100,14,end of cold strat,Table 4,
zlesak07,exp 5,JS,Heliopsis,helianthoides,Loraine Sunshine,N,N,"University of Minnesota, St. Paul campus, USA",45 N,93.16667 W ,NA,North America,NA,2003,2004,dry,208,NA,4,no cold strat,NA,0,25,primed,0,NA,NA,NA,N,NA,Y,KNO3,720,N,per.germ,56.8,NA,NA,4,100,14,end of cold strat,Table 4,
zlesak07,exp 5,JS,Heliopsis,helianthoides,Loraine Sunshine,N,N,"University of Minnesota, St. Paul campus, USA",45 N,93.16667 W ,NA,North America,NA,2003,2004,dry,208,NA,4,cold strat,4,7,25,unprimed,0,H20,NA,14,N,NA,Y,NA,720,N,per.germ,79.5,NA,NA,4,100,14,end of cold strat,Table 4,
zlesak07,exp 5,JS,Heliopsis,helianthoides,Loraine Sunshine,N,N,"University of Minnesota, St. Paul campus, USA",45 N,93.16667 W ,NA,North America,NA,2003,2004,dry,208,NA,4,no cold strat,NA,0,25,unprimed,0,H20,NA,14,N,NA,Y,NA,720,N,per.germ,57,NA,NA,4,100,14,end of cold strat,Table 4,
zlesak07,exp 5,JS,Heliopsis,helianthoides,Loraine Sunshine,N,N,"University of Minnesota, St. Paul campus, USA",45 N,93.16667 W ,NA,North America,NA,2003,2004,dry,208,NA,4,cold strat,4,7,25,unprimed,0,Ethephon,144.5,14,N,NA,Y,NA,720,N,per.germ,80,NA,NA,4,100,14,end of cold strat,Table 4,
zlesak07,exp 5,JS,Heliopsis,helianthoides,Loraine Sunshine,N,N,"University of Minnesota, St. Paul campus, USA",45 N,93.16667 W ,NA,North America,NA,2003,2004,dry,208,NA,4,no cold strat,NA,0,25,unprimed,0,Ethephon,144.5,14,N,NA,Y,NA,720,N,per.germ,79.5,NA,NA,4,100,14,end of cold strat,Table 4,
zlesak07,exp 5,JS,Heliopsis,helianthoides,Loraine Sunshine,N,N,"University of Minnesota, St. Paul campus, USA",45 N,93.16667 W ,NA,North America,NA,2003,2004,dry,208,NA,4,cold strat,4,7,25,primed,0,NA,NA,NA,N,NA,Y,H20,720,N,T50,4,NA,NA,4,100,14,end of cold strat,Table 4,
zlesak07,exp 5,JS,Heliopsis,helianthoides,Loraine Sunshine,N,N,"University of Minnesota, St. Paul campus, USA",45 N,93.16667 W ,NA,North America,NA,2003,2004,dry,208,NA,4,no cold strat,NA,0,25,primed,0,NA,NA,NA,N,NA,Y,H20,720,N,T50,4.6,NA,NA,4,100,14,end of cold strat,Table 4,
zlesak07,exp 5,JS,Heliopsis,helianthoides,Loraine Sunshine,N,N,"University of Minnesota, St. Paul campus, USA",45 N,93.16667 W ,NA,North America,NA,2003,2004,dry,208,NA,4,cold strat,4,7,25,primed,0,NA,NA,NA,N,NA,Y,Ethephon,720,N,T50,1.8,NA,NA,4,100,14,end of cold strat,Table 4,
zlesak07,exp 5,JS,Heliopsis,helianthoides,Loraine Sunshine,N,N,"University of Minnesota, St. Paul campus, USA",45 N,93.16667 W ,NA,North America,NA,2003,2004,dry,208,NA,4,no cold strat,NA,0,25,primed,0,NA,NA,NA,N,NA,Y,Ethephon,720,N,T50,2.1,NA,NA,4,100,14,end of cold strat,Table 4,
zlesak07,exp 5,JS,Heliopsis,helianthoides,Loraine Sunshine,N,N,"University of Minnesota, St. Paul campus, USA",45 N,93.16667 W ,NA,North America,NA,2003,2004,dry,208,NA,4,cold strat,4,7,25,primed,0,NA,NA,NA,N,NA,Y,KNO3,720,N,T50,3.6,NA,NA,4,100,14,end of cold strat,Table 4,
zlesak07,exp 5,JS,Heliopsis,helianthoides,Loraine Sunshine,N,N,"University of Minnesota, St. Paul campus, USA",45 N,93.16667 W ,NA,North America,NA,2003,2004,dry,208,NA,4,no cold strat,NA,0,25,primed,0,NA,NA,NA,N,NA,Y,KNO3,720,N,T50,3.9,NA,NA,4,100,14,end of cold strat,Table 4,
zlesak07,exp 5,JS,Heliopsis,helianthoides,Loraine Sunshine,N,N,"University of Minnesota, St. Paul campus, USA",45 N,93.16667 W ,NA,North America,NA,2003,2004,dry,208,NA,4,cold strat,4,7,25,unprimed,0,H20,NA,14,N,NA,Y,NA,720,N,T50,1.9,NA,NA,4,100,14,end of cold strat,Table 4,
zlesak07,exp 5,JS,Heliopsis,helianthoides,Loraine Sunshine,N,N,"University of Minnesota, St. Paul campus, USA",45 N,93.16667 W ,NA,North America,NA,2003,2004,dry,208,NA,4,no cold strat,NA,0,25,unprimed,0,H20,NA,14,N,NA,Y,NA,720,N,T50,2.7,NA,NA,4,100,14,end of cold strat,Table 4,
zlesak07,exp 5,JS,Heliopsis,helianthoides,Loraine Sunshine,N,N,"University of Minnesota, St. Paul campus, USA",45 N,93.16667 W ,NA,North America,NA,2003,2004,dry,208,NA,4,cold strat,4,7,25,unprimed,0,Ethephon,144.5,14,N,NA,Y,NA,720,N,T50,1.4,NA,NA,4,100,14,end of cold strat,Table 4,
zlesak07,exp 5,JS,Heliopsis,helianthoides,Loraine Sunshine,N,N,"University of Minnesota, St. Paul campus, USA",45 N,93.16667 W ,NA,North America,NA,2003,2004,dry,208,NA,4,no cold strat,NA,0,25,unprimed,0,Ethephon,144.5,14,N,NA,Y,NA,720,N,T50,1.6,NA,NA,4,100,14,end of cold strat,Table 4,
zlesak07,exp 5,JS,Heliopsis,helianthoides,Loraine Sunshine,N,N,"University of Minnesota, St. Paul campus, USA",45 N,93.16667 W ,NA,North America,NA,2003,2004,dry,208,NA,4,cold strat,4,7,25,primed,0,NA,NA,NA,N,NA,Y,H20,720,N,AUGPC,518.4,NA,NA,4,100,14,end of cold strat,Table 4,
zlesak07,exp 5,JS,Heliopsis,helianthoides,Loraine Sunshine,N,N,"University of Minnesota, St. Paul campus, USA",45 N,93.16667 W ,NA,North America,NA,2003,2004,dry,208,NA,4,no cold strat,NA,0,25,primed,0,NA,NA,NA,N,NA,Y,H20,720,N,AUGPC,345.5,NA,NA,4,100,14,end of cold strat,Table 4,
zlesak07,exp 5,JS,Heliopsis,helianthoides,Loraine Sunshine,N,N,"University of Minnesota, St. Paul campus, USA",45 N,93.16667 W ,NA,North America,NA,2003,2004,dry,208,NA,4,cold strat,4,7,25,primed,0,NA,NA,NA,N,NA,Y,Ethephon,720,N,AUGPC,567.6,NA,NA,4,100,14,end of cold strat,Table 4,
zlesak07,exp 5,JS,Heliopsis,helianthoides,Loraine Sunshine,N,N,"University of Minnesota, St. Paul campus, USA",45 N,93.16667 W ,NA,North America,NA,2003,2004,dry,208,NA,4,no cold strat,NA,0,25,primed,0,NA,NA,NA,N,NA,Y,Ethephon,720,N,AUGPC,600.5,NA,NA,4,100,14,end of cold strat,Table 4,
zlesak07,exp 5,JS,Heliopsis,helianthoides,Loraine Sunshine,N,N,"University of Minnesota, St. Paul campus, USA",45 N,93.16667 W ,NA,North America,NA,2003,2004,dry,208,NA,4,cold strat,4,7,25,primed,0,NA,NA,NA,N,NA,Y,KNO3,720,N,AUGPC,571.8,NA,NA,4,100,14,end of cold strat,Table 4,
zlesak07,exp 5,JS,Heliopsis,helianthoides,Loraine Sunshine,N,N,"University of Minnesota, St. Paul campus, USA",45 N,93.16667 W ,NA,North America,NA,2003,2004,dry,208,NA,4,no cold strat,NA,0,25,primed,0,NA,NA,NA,N,NA,Y,KNO3,720,N,AUGPC,534.1,NA,NA,4,100,14,end of cold strat,Table 4,
zlesak07,exp 5,JS,Heliopsis,helianthoides,Loraine Sunshine,N,N,"University of Minnesota, St. Paul campus, USA",45 N,93.16667 W ,NA,North America,NA,2003,2004,dry,208,NA,4,cold strat,4,7,25,unprimed,0,H20,NA,14,N,NA,Y,NA,720,N,AUGPC,902.9,NA,NA,4,100,14,end of cold strat,Table 4,
zlesak07,exp 5,JS,Heliopsis,helianthoides,Loraine Sunshine,N,N,"University of Minnesota, St. Paul campus, USA",45 N,93.16667 W ,NA,North America,NA,2003,2004,dry,208,NA,4,no cold strat,NA,0,25,unprimed,0,H20,NA,14,N,NA,Y,NA,720,N,AUGPC,606.3,NA,NA,4,100,14,end of cold strat,Table 4,
zlesak07,exp 5,JS,Heliopsis,helianthoides,Loraine Sunshine,N,N,"University of Minnesota, St. Paul campus, USA",45 N,93.16667 W ,NA,North America,NA,2003,2004,dry,208,NA,4,cold strat,4,7,25,unprimed,0,Ethephon,144.5,14,N,NA,Y,NA,720,N,AUGPC,946.3,NA,NA,4,100,14,end of cold strat,Table 4,
zlesak07,exp 5,JS,Heliopsis,helianthoides,Loraine Sunshine,N,N,"University of Minnesota, St. Paul campus, USA",45 N,93.16667 W ,NA,North America,NA,2003,2004,dry,208,NA,4,no cold strat,NA,0,25,unprimed,0,Ethephon,144.5,14,N,NA,Y,NA,720,N,AUGPC,932.9,NA,NA,4,100,14,end of cold strat,Table 4,
zlesak07,exp 6 ,JS,Heliopsis,helianthoides,Loraine Sunshine,N,N,"University of Minnesota, St. Paul campus, USA",46 N,93.16667 W ,NA,North America,NA,2003,2004,dry,272,NA,4,no cold strat,NA,0,25,1.5h red light,0,GA3,500,14,N,NA,N,NA,NA,N,per.germ,63.3,NA,NA,4,100,14,end of cold strat,Table 5,
zlesak07,exp 6 ,JS,Heliopsis,helianthoides,Loraine Sunshine,N,N,"University of Minnesota, St. Paul campus, USA",47 N,93.16667 W ,NA,North America,NA,2003,2004,dry,272,NA,4,no cold strat,NA,0,25,1.5h red light,0,H20,NA,14,N,NA,N,NA,NA,N,per.germ,56.8,NA,NA,4,100,14,end of cold strat,Table 5,
zlesak07,exp 6,JS,Heliopsis,helianthoides,Loraine Sunshine,N,N,"University of Minnesota, St. Paul campus, USA",48 N,93.16667 W ,NA,North America,NA,2003,2004,dry,272,NA,4,no cold strat,NA,0,25,1.5h red light,0,Ethephon,144.5,14,N,NA,N,NA,NA,N,per.germ,69.5,NA,NA,4,100,14,end of cold strat,Table 5,
zlesak07,exp 6,JS,Heliopsis,helianthoides,Loraine Sunshine,N,N,"University of Minnesota, St. Paul campus, USA",49 N,93.16667 W ,NA,North America,NA,2003,2004,dry,272,NA,4,cold strat,4,7,25,1.5h red light,0,GA3,500,14,N,NA,N,NA,NA,N,per.germ,71.3,NA,NA,4,100,14,end of cold strat,Table 5,
zlesak07,exp 6,JS,Heliopsis,helianthoides,Loraine Sunshine,N,N,"University of Minnesota, St. Paul campus, USA",50 N,93.16667 W ,NA,North America,NA,2003,2004,dry,272,NA,4,cold strat,4,7,25,1.5h red light,0,H20,NA,14,N,NA,N,NA,NA,N,per.germ,65.5,NA,NA,4,100,14,end of cold strat,Table 5,
zlesak07,exp 6,JS,Heliopsis,helianthoides,Loraine Sunshine,N,N,"University of Minnesota, St. Paul campus, USA",51 N,93.16667 W ,NA,North America,NA,2003,2004,dry,272,NA,4,cold strat,4,7,25,1.5h red light,0,Ethephon,144.5,14,N,NA,N,NA,NA,N,per.germ,74,NA,NA,4,100,14,end of cold strat,Table 5,
zlesak07,exp 6 ,JS,Heliopsis,helianthoides,Loraine Sunshine,N,N,"University of Minnesota, St. Paul campus, USA",46 N,93.16667 W ,NA,North America,NA,2003,2004,dry,272,NA,4,no cold strat,NA,0,25,1.5h red light,0,GA3,500,14,N,NA,N,NA,NA,N,T50,2.81,NA,NA,4,100,14,end of cold strat,Table 5,
zlesak07,exp 6 ,JS,Heliopsis,helianthoides,Loraine Sunshine,N,N,"University of Minnesota, St. Paul campus, USA",47 N,93.16667 W ,NA,North America,NA,2003,2004,dry,272,NA,4,no cold strat,NA,0,25,1.5h red light,0,H20,NA,14,N,NA,N,NA,NA,N,T50,2.96,NA,NA,4,100,14,end of cold strat,Table 5,
zlesak07,exp 6,JS,Heliopsis,helianthoides,Loraine Sunshine,N,N,"University of Minnesota, St. Paul campus, USA",48 N,93.16667 W ,NA,North America,NA,2003,2004,dry,272,NA,4,no cold strat,NA,0,25,1.5h red light,0,Ethephon,144.5,14,N,NA,N,NA,NA,N,T50,1.9,NA,NA,4,100,14,end of cold strat,Table 5,
zlesak07,exp 6,JS,Heliopsis,helianthoides,Loraine Sunshine,N,N,"University of Minnesota, St. Paul campus, USA",49 N,93.16667 W ,NA,North America,NA,2003,2004,dry,272,NA,4,cold strat,4,7,25,1.5h red light,0,GA3,500,14,N,NA,N,NA,NA,N,T50,1.99,NA,NA,4,100,14,end of cold strat,Table 5,
zlesak07,exp 6,JS,Heliopsis,helianthoides,Loraine Sunshine,N,N,"University of Minnesota, St. Paul campus, USA",50 N,93.16667 W ,NA,North America,NA,2003,2004,dry,272,NA,4,cold strat,4,7,25,1.5h red light,0,H20,NA,14,N,NA,N,NA,NA,N,T50,2,NA,NA,4,100,14,end of cold strat,Table 5,
zlesak07,exp 6,JS,Heliopsis,helianthoides,Loraine Sunshine,N,N,"University of Minnesota, St. Paul campus, USA",51 N,93.16667 W ,NA,North America,NA,2003,2004,dry,272,NA,4,cold strat,4,7,25,1.5h red light,0,Ethephon,144.5,14,N,NA,N,NA,NA,N,T50,1.82,NA,NA,4,100,14,end of cold strat,Table 5,
zlesak07,exp 6 ,JS,Heliopsis,helianthoides,Loraine Sunshine,N,N,"University of Minnesota, St. Paul campus, USA",46 N,93.16667 W ,NA,North America,NA,2003,2004,dry,272,NA,4,no cold strat,NA,0,25,1.5h red light,0,GA3,500,14,N,NA,N,NA,NA,N,AUGPC,654.4,NA,NA,4,100,14,end of cold strat,Table 5,
zlesak07,exp 6 ,JS,Heliopsis,helianthoides,Loraine Sunshine,N,N,"University of Minnesota, St. Paul campus, USA",47 N,93.16667 W ,NA,North America,NA,2003,2004,dry,272,NA,4,no cold strat,NA,0,25,1.5h red light,0,H20,NA,14,N,NA,N,NA,NA,N,AUGPC,577.6,NA,NA,4,100,14,end of cold strat,Table 5,
zlesak07,exp 6,JS,Heliopsis,helianthoides,Loraine Sunshine,N,N,"University of Minnesota, St. Paul campus, USA",48 N,93.16667 W ,NA,North America,NA,2003,2004,dry,272,NA,4,no cold strat,NA,0,25,1.5h red light,0,Ethephon,144.5,14,N,NA,N,NA,NA,N,AUGPC,795.8,NA,NA,4,100,14,end of cold strat,Table 5,
zlesak07,exp 6,JS,Heliopsis,helianthoides,Loraine Sunshine,N,N,"University of Minnesota, St. Paul campus, USA",49 N,93.16667 W ,NA,North America,NA,2003,2004,dry,272,NA,4,cold strat,4,7,25,1.5h red light,0,GA3,500,14,N,NA,N,NA,NA,N,AUGPC,774.4,NA,NA,4,100,14,end of cold strat,Table 5,
zlesak07,exp 6,JS,Heliopsis,helianthoides,Loraine Sunshine,N,N,"University of Minnesota, St. Paul campus, USA",50 N,93.16667 W ,NA,North America,NA,2003,2004,dry,272,NA,4,cold strat,4,7,25,1.5h red light,0,H20,NA,14,N,NA,N,NA,NA,N,AUGPC,726,NA,NA,4,100,14,end of cold strat,Table 5,
zlesak07,exp 6,JS,Heliopsis,helianthoides,Loraine Sunshine,N,N,"University of Minnesota, St. Paul campus, USA",51 N,93.16667 W ,NA,North America,NA,2003,2004,dry,272,NA,4,cold strat,4,7,25,1.5h red light,0,Ethephon,144.5,14,N,NA,N,NA,NA,N,AUGPC,824.8,NA,NA,4,100,14,end of cold strat,Table 5,
